Group Exit Status,Classroom,Subject,exited_at,GroupID,Group Name,Number of Students,T1,DIP/T2/T3,First Lesson Date,Last Lesson Date,Number of Lesson of Type L(Lesson),Number of Lesson of Type R(Reteach),Number of Lesson of Type C(custom),Total Lesson Taught,Last Lesson Enter,Number of Weekly Assessments,Exit Assessments Given,,
Open,CH2,Math,NULL,2587,T1 Rote Counting,5,5,0,2/3/16,2/22/16,6,0,0,6,2.5,0,Yes,,
Open,CH2,Math,NULL,2588,T1 Rote Counting,5,5,0,2/3/16,2/22/16,5,1,0,6,2.5,0,Yes,,
Open,SW3,Math,NULL,2629,T1 Rational Counting,7,7,0,2/8/16,2/22/16,9,0,0,9,4.1,0,Yes,,
Open,DK4,Math,NULL,2428,T1 Number Symbols,7,7,0,2/2/16,2/22/16,7,0,0,7,3.2,0,Yes,,
Open,DK4,Math,NULL,2431,T1 Rational Counting,4,3,1,2/2/16,2/22/16,5,0,0,5,2.2,0,Yes,,
Open,DK4,Math,NULL,2430,T1 Quantification,4,4,0,2/2/16,2/22/16,5,0,0,5,2.2,0,Yes,,
Open,DK4,Literacy,NULL,1485,RAZ,8,8,0,11/10/15,2/22/16,16,0,0,16,6.1,0,No,,
Open,DP2,Language,NULL,2370,T1 Vocabulary,5,5,0,2/22/16,2/22/16,2,0,0,2,1.2,0,No,,
Open,DP2,Language,NULL,2369,T1 Conversations,6,6,0,2/8/16,2/22/16,2,0,0,2,1.2,0,No,,
Close,PL2,Social Emotional,NULL,2586,T2 Feelings and Emotions - Self,2,0,2,2/2/16,3/18/16,18,0,0,18,6.3,7,No,,
Open,PSP4,Language,NULL,1336,T1 Expression: Ask & Answer,9,9,0,2/4/16,2/22/16,11,0,0,11,3.3,0,No,,
Open,PSP4,Literacy,NULL,1529,RAZ,5,5,0,11/9/15,2/22/16,21,0,0,21,6.3,0,No,,
Open,DP2,Language,NULL,1450,T1 Conversations,7,7,0,2/8/16,2/22/16,2,0,0,2,1.2,0,No,,
Open,DK1,Literacy,NULL,2655,T1 Rhyme,7,2,5,2/10/16,2/22/16,5,3,0,8,3.21,0,Yes,,
Open,DP2,Language,NULL,1449,T1 Expression: Descriptive Language,5,5,0,2/8/16,2/22/16,3,0,0,3,1.3,0,No,,
Open,DK1,Literacy,NULL,2659,T1 Rhyme,5,5,0,2/11/16,2/22/16,5,0,0,5,3.2,0,Yes,,
Open,CH2,Math,NULL,2591,T1 Addition Strategies,4,4,0,2/3/16,2/22/16,5,0,0,5,1.5,0,No,,
Open,DK1,Literacy,NULL,2510,T1 Phonemes,6,6,0,2/2/16,2/19/16,3,4,0,7,1.311,0,No,,
Open,DP3,Literacy,NULL,1779,T1 Phonemes,3,3,0,12/3/15,2/19/16,4,1,0,5,3.2,1,Yes,,
Close,DK4,Literacy,2/3/16,2598,T1 Word Awareness,1,1,0,2/3/16,2/3/16,0,0,0,0,NULL,0,Yes,,
Close,PL3,Literacy,2/3/16,2599,T1 Rhyme,2,2,0,2/3/16,2/3/16,0,0,0,0,NULL,0,Yes,,
Open,DP3,Literacy,NULL,2268,T1 Phonemes,7,7,0,1/28/16,2/19/16,9,1,0,10,3.2,1,Yes,,
Open,SW2,Language,NULL,1640,T1 Expression: Ask & Answer,6,6,0,1/16/16,2/19/16,4,0,0,4,1.2,0,No,,
Open,SW2,Literacy,NULL,2361,T1 Word Awareness,7,7,0,2/3/16,2/18/16,10,0,0,10,3.3,0,Yes,,
Open,OK8,Literacy,NULL,2649,T1 Compound Words,3,3,0,2/10/16,2/18/16,4,0,0,4,1.3,0,No,,
Open,OK8,Literacy,NULL,2650,T1 Phonemes,3,3,0,2/10/16,2/18/16,3,0,0,3,1.3,0,No,,
Open,PL1,Math,NULL,1536,T1 Number Symbols,6,6,0,11/18/15,2/18/16,14,7,0,21,4.3,0,No,,
Close,SW2,Literacy,2/24/16,2606,T1 Syllables,3,3,0,2/3/16,2/3/16,0,0,0,0,NULL,0,Yes,,
Open,CH2,Math,NULL,2589,T1 Quantification,2,2,0,2/3/16,2/18/16,4,0,0,4,1.4,0,No,,
Close,PL2,Math,2/3/16,2609,T1 Quantification,1,1,0,2/3/16,2/3/16,0,0,0,0,NULL,0,Yes,,
Open,CH4,Literacy,NULL,2421,T2 Rhyme,5,5,0,2/3/16,2/18/16,5,3,0,8,2.211,0,No,,
Open,CH4,Literacy,NULL,2420,T2 Rhyme,5,5,0,2/3/16,2/18/16,7,1,0,8,2.3,0,No,,
Open,DK3,Literacy,NULL,1546,RAZ,6,6,0,11/9/15,2/18/16,18,0,0,18,6.2,5,No,,
Open,DK3,Literacy,NULL,2594,RAZ,4,4,0,2/3/16,2/18/16,10,0,0,10,3.2,2,No,,
Open,DK3,Literacy,NULL,2597,T1 Phonemes,6,6,0,2/3/16,2/18/16,8,2,0,10,3.2,0,No,,
Open,DK2,Literacy,NULL,2325,T1 Phonemes,1,1,0,2/2/16,2/18/16,7,2,0,9,3.1,1,No,,
Open,DP5,Literacy,NULL,2682,RAZ,6,6,0,2/16/16,2/18/16,6,0,0,6,2.3,2,No,,
Open,OK8,Literacy,NULL,1749,RAZ,4,4,0,11/18/15,2/17/16,8,0,0,8,3.1,1,No,,
Open,DP3,Math,NULL,1974,T1 Number Symbols,6,6,0,12/7/15,2/17/16,12,8,0,20,2.31,0,No,,
Open,DP5,Literacy,NULL,2683,RAZ,6,6,0,2/8/16,2/17/16,6,0,0,6,2.3,1,No,,
Close,SW3,Literacy,2/3/16,2620,T1 Word Awareness,1,1,0,2/3/16,2/3/16,0,0,0,0,NULL,0,Yes,,
Open,CH6,Literacy,NULL,2537,T1 Letter Sounds and ID,2,2,0,2/2/16,2/17/16,2,0,0,2,1.2,1,No,,
Close,SW3,Literacy,3/1/16,2622,T1 Syllables,7,7,0,2/8/16,3/1/16,6,1,0,7,2.31,1,Yes,,
Close,SW3,Literacy,3/1/16,2623,T1 Compound Words,7,7,0,2/8/16,3/1/16,7,0,0,7,2.3,1,Yes,,
Open,SW4,Language,NULL,188,T1 Oral Comprehension,3,2,1,9/15/15,2/16/16,7,1,0,8,3.1,0,No,,
Close,SW3,Literacy,2/3/16,2625,T1 Word Awareness,1,1,0,2/3/16,2/3/16,0,0,0,0,NULL,0,Yes,,
Close,SW3,Math,2/3/16,2626,T1 Rational Counting,2,2,0,2/3/16,2/3/16,0,0,0,0,NULL,0,Yes,,
Close,SW3,Math,2/23/16,2628,T1 Rote Counting,1,1,0,2/8/16,2/23/16,6,0,0,6,2.1,1,Yes,,
Open,OK2,Literacy,NULL,1176,T1 Rhyme,5,5,0,10/21/15,2/16/16,13,9,0,22,4.1,0,Yes,,
Close,SW3,Math,3/14/16,2630,T1 Quantification,10,10,0,2/8/16,3/14/16,11,0,0,11,2.2,0,Yes,,
Open,PSP3,Math,NULL,1854,T1 One-to-One,1,1,0,1/28/16,2/16/16,2,0,0,2,1.2,0,No,,
Open,SW2,Language,NULL,1639,T1 Conversations,4,4,0,1/16/16,2/12/16,7,0,0,7,3.1,0,No,,
Open,SW2,Language,NULL,1643,T1 Oral Comprehension,5,5,0,2/8/16,2/12/16,2,0,0,2,1.2,0,No,,
Open,SW2,Language,NULL,1644,T1 Expression: Descriptive Language,6,6,0,1/16/16,2/12/16,2,0,0,2,1.2,0,Yes,,
Open,SW4,Math,NULL,2386,T1 Subtraction Strategies,2,2,0,2/1/16,2/11/16,5,0,0,5,2.2,0,No,,
Open,SW4,Math,NULL,2709,T1 Rational Counting,2,2,0,2/9/16,2/11/16,4,0,0,4,1.3,0,No,,
Open,SW4,Math,NULL,2383,T1 Rote Counting,5,5,0,2/1/16,2/11/16,5,0,0,5,4.2,2,No,,
Open,SW4,Math,NULL,2708,T1 Number Symbols,4,4,0,2/9/16,2/11/16,3,0,0,3,3.3,0,No,,
Close,LP2,Social Emotional,NULL,2641,T1 SED PS Units 6-10,5,5,0,3/13/16,3/13/16,4,0,0,4,3.1,0,No,,
Close,SW1,Math,2/24/16,2642,T1 One-to-One,4,4,0,2/9/16,2/24/16,6,0,0,6,2.3,0,Yes,,
Open,DK3,Language,NULL,429,T1 Oral Comprehension,5,5,0,9/17/15,2/11/16,4,0,0,4,2.1,0,No,,
Open,DK3,Language,NULL,430,T1 Expression: Descriptive Language,7,7,0,9/24/15,2/11/16,2,0,0,2,2.1,0,No,,
Open,DK3,Language,NULL,431,T1 Conversations,5,5,0,9/24/15,2/11/16,2,0,0,2,2.1,0,No,,
Open,DK3,Language,NULL,432,T1 Conversations,6,6,0,9/24/15,2/11/16,3,0,0,3,2.1,0,No,,
Open,OK7,Literacy,NULL,2600,T1 Letter Sounds and ID,4,4,0,2/4/16,2/11/16,2,0,0,2,1.2,1,No,,
Open,DP3,Literacy,NULL,1931,T1 Rhyme,8,4,4,12/3/15,2/11/16,1,6,0,7,2.3111,4,Yes,,
Open,DK4,Math,NULL,2429,T1 Addition Strategies,8,8,0,2/2/16,2/10/16,5,0,0,5,2.2,0,No,,
Open,SW4,Math,NULL,2385,T1 Addition Strategies,4,4,0,2/1/16,2/10/16,6,0,0,6,2.2,0,No,,
Open,SW4,Math,NULL,2057,T1 Addition Strategies,5,5,0,12/10/15,2/10/16,15,0,0,15,4.2,0,Yes,,
Close,LP1,Literacy,2/4/16,2657,T1 Compound Words,1,1,0,2/4/16,2/4/16,0,0,0,0,NULL,0,Yes,,
Close,DK1,Math,2/4/16,2658,T1 One-to-One,3,3,0,2/4/16,2/4/16,0,0,0,0,NULL,0,Yes,,
Open,PL4,Math,NULL,2581,T1 Quantification,2,2,0,2/2/16,2/10/16,1,0,0,1,1.1,0,Yes,,
Open,OK2,Literacy,NULL,1178,T1 Rhyme,6,6,0,10/21/15,2/10/16,12,11,0,23,4.1,0,Yes,,
Close,LP1,Math,2/5/16,2669,T1 Quantification,5,5,0,2/5/16,2/5/16,0,0,0,0,NULL,0,Yes,,
Close,LP1,Math,2/5/16,2670,T1 Quantification,3,3,0,2/5/16,2/5/16,0,0,0,0,NULL,0,Yes,,
Open,OK2,Literacy,NULL,236,T1 Rhyme,6,5,1,9/15/15,2/10/16,13,12,0,25,4.1,0,Yes,,
Open,SW4,Math,NULL,1809,T1 Addition Strategies,8,8,0,11/24/15,2/9/16,10,0,0,10,4.1,0,Yes,,
Close,PL2,Literacy,2/11/16,2675,T1 Phonemes,4,4,0,2/11/16,2/11/16,2,2,0,4,1.21,0,No,,
Close,PL2,Literacy,3/10/16,2676,T1 Syllables,4,4,0,2/11/16,3/10/16,7,10,0,17,2.3,0,Yes,,
Close,CH3,Literacy,3/1/16,2677,T1 Rhyme,5,5,0,2/5/16,3/1/16,12,0,0,12,4.3,1,Yes,,
Open,PSP1,Literacy,NULL,2654,T1 Compound Words,2,2,0,2/7/16,2/9/16,5,0,0,5,2.2,0,No,,
Open,SW2,Literacy,NULL,1496,T1 Compound Words,7,7,0,11/12/15,2/9/16,10,4,0,14,3.2,0,No,,
Close,DP5,Math,2/5/16,2680,T1 Quantification,1,1,0,2/5/16,2/5/16,0,0,0,0,NULL,0,Yes,,
Open,SW2,Language,NULL,1646,T1 Expression: Descriptive Language,7,7,0,12/10/15,2/8/16,4,1,0,5,1.3,0,Yes,,
Open,DK4,Language,NULL,2526,T1 Conversations,5,5,0,2/8/16,2/8/16,1,0,0,1,1.1,0,No,,
Open,DK4,Language,NULL,2525,T1 Conversations,5,5,0,2/8/16,2/8/16,1,0,0,1,1.1,0,No,,
Open,DK4,Language,NULL,2522,T1 Expression: Descriptive Language,6,6,0,2/8/16,2/8/16,1,0,0,1,1.1,0,No,,
Close,DP3,Math,2/5/16,2685,T1 Rational Counting,3,3,0,2/5/16,2/5/16,0,0,0,0,NULL,0,Yes,,
Close,DK1,Literacy,2/5/16,2686,T1 Word Awareness,3,3,0,2/5/16,2/5/16,0,0,0,0,NULL,0,Yes,,
Close,DK1,Literacy,2/5/16,2687,T1 Syllables,1,1,0,2/5/16,2/5/16,0,0,0,0,NULL,0,Yes,,
Open,DK4,Language,NULL,2519,T1 Expression: Descriptive Language,6,6,0,2/8/16,2/8/16,1,0,0,1,1.1,0,No,,
Open,DP3,Literacy,NULL,1930,T1 Rhyme,7,3,4,12/2/15,2/8/16,6,9,0,15,2.3111111,5,Yes,,
Close,PSP1,Literacy,3/2/16,2690,T1 Syllables,6,6,0,2/7/16,2/23/16,5,0,0,5,2.2,0,Yes,,
Open,SW2,Math,NULL,1899,T1 One-to-One,3,3,0,12/1/15,2/8/16,6,0,0,6,2.3,0,Yes,,
Open,DP3,Math,NULL,1969,T1 Rational Counting,6,6,0,12/3/15,2/5/16,16,0,0,16,4.1,3,No,,
Open,CH3,Literacy,NULL,2527,T2 Rhyme,5,1,4,2/5/16,2/5/16,4,0,0,4,1.3,2,No,,
Close,PSP1,Language,3/2/16,2694,T1 Conversations,6,6,0,2/7/16,3/2/16,6,0,0,6,2.3,0,Yes,,
Close,PSP1,Language,3/2/16,2695,T1 Conversations,6,6,0,2/7/16,3/2/16,6,0,0,6,2.3,0,Yes,,
Open,CH3,Literacy,NULL,2524,T2 Rhyme,5,1,4,2/5/16,2/5/16,3,0,0,3,1.3,1,No,,
Open,CH3,Literacy,NULL,2528,T2 Rhyme,5,0,5,2/5/16,2/5/16,2,0,0,2,1.3,0,No,,
Open,DP4,Math,NULL,1262,T1 Rote Counting,7,7,0,11/17/15,2/5/16,3,0,0,3,1.2,0,Yes,,
Open,DP5,Literacy,NULL,588,T1 Rhyme,8,8,0,9/15/15,2/4/16,13,0,0,13,3.3,2,Yes,,
Open,DK3,Literacy,NULL,2595,T1 Letter Sounds and ID,4,4,0,2/3/16,2/3/16,3,0,0,3,1.2,1,No,,
Open,DK4,Literacy,NULL,2451,T1 Letter Sounds and ID,4,4,0,2/1/16,2/3/16,2,0,0,2,1.2,1,No,,
Close,DK1,Math,2/8/16,2704,T1 Rational Counting,1,1,0,2/8/16,2/8/16,0,0,0,0,NULL,0,Yes,,
Open,DK3,Math,NULL,2512,T1 Addition Strategies,6,6,0,2/2/16,2/2/16,2,0,0,2,1.1,0,No,,
Close,OK2,Social Emotional,NULL,2706,T2 Interactions with Peers,1,0,1,2/8/16,2/8/16,0,0,0,0,NULL,1,No,,
Open,DK3,Math,NULL,2513,T1 Addition Strategies,5,5,0,2/2/16,2/2/16,1,0,0,1,1.1,0,No,,
Open,PL1,Math,NULL,2269,T1 Quantification,5,5,0,2/2/16,2/2/16,0,0,0,0,NULL,0,Yes,,
Open,SW4,Language,NULL,1889,T1 Conversations,6,6,0,11/30/15,1/31/16,6,0,0,6,1.3,0,No,,
Close,SW1,Social Emotional,NULL,2710,T2 Feelings and Emotions - Self,1,0,1,2/16/16,2/16/16,6,0,0,6,2.3,0,No,,
Close,SW3,Social Emotional,NULL,2712,T2 Feelings and Emotions - Self,2,0,2,2/16/16,2/18/16,7,0,0,7,3.1,0,No,,
Open,SW2,Literacy,NULL,153,T1 Word Awareness,6,6,0,9/16/15,1/29/16,6,0,0,6,2.3,0,Yes,,
Close,SW1,Literacy,2/24/16,2715,T1 Compound Words,6,6,0,2/10/16,2/23/16,6,0,0,6,2.3,0,Yes,,
Close,SW1,Literacy,2/24/16,2716,T1 Syllables,4,4,0,2/10/16,2/23/16,6,0,0,6,2.3,0,Yes,,
Close,SW1,Literacy,2/24/16,2717,T1 Syllables,5,5,0,2/10/16,2/23/16,6,0,0,6,2.3,0,Yes,,
Close,SW1,Literacy,2/23/16,2718,T1 Rhyme,6,4,2,2/10/16,2/17/16,6,0,0,6,2.3,0,Yes,,
Close,SW1,Literacy,2/9/16,2719,T1 Word Awareness,3,3,0,2/9/16,2/9/16,0,0,0,0,NULL,0,Yes,,
Open,SW2,Literacy,NULL,1254,T1 Rhyme,6,6,0,10/15/15,1/29/16,8,9,0,17,3.2,0,Yes,,
Close,CH1,Social Emotional,NULL,2724,T2 Feelings and Emotions - Self,1,0,1,2/9/16,2/10/16,5,0,0,5,2.2,0,No,,
Close,CH2,Social Emotional,NULL,2725,T2 Feelings and Emotions - Self,1,0,1,2/9/16,2/10/16,5,0,0,5,2.2,0,No,,
Close,CH4,Social Emotional,NULL,2726,T2 Feelings and Emotions - Self,1,0,1,2/9/16,3/2/16,14,0,0,14,5.3,1,No,,
Close,CH5,Social Emotional,NULL,2728,T2 Conflict Resolution,1,0,1,2/10/16,2/10/16,4,0,0,4,2.1,0,No,,
Close,CH6,Social Emotional,NULL,2729,T2 Self-Control,2,0,2,2/10/16,3/2/16,12,0,0,12,4.3,4,No,,
Close,CH7,Social Emotional,NULL,2731,T2 Feelings and Emotions - Self,1,0,1,3/2/16,3/2/16,14,0,0,14,5.3,4,No,,
Close,CH7,Social Emotional,NULL,2732,T2 Conflict Resolution,2,0,2,3/2/16,3/2/16,7,0,0,7,3.1,1,No,,
Open,SW2,Literacy,NULL,155,T1 Rhyme,6,6,0,9/16/15,1/29/16,12,13,0,25,4.211111,0,Yes,,
Open,SW4,Literacy,NULL,2058,T1 Phonemes,3,3,0,12/10/15,1/29/16,7,4,0,11,2.3,0,Yes,,
Open,DP3,Math,NULL,1975,T1 Number Symbols,6,6,0,12/4/15,1/28/16,16,8,0,24,2.4,0,No,,
Open,PL1,Math,NULL,1177,T1 Rote Counting,11,11,0,10/8/15,1/28/16,12,3,1,16,2.311,0,Yes,,
Open,SW2,Literacy,NULL,1255,T1 Rhyme,6,6,0,10/15/15,1/28/16,11,12,0,23,3.3,0,Yes,,
Open,CH5,Literacy,NULL,1568,RAZ,1,1,0,11/10/15,1/20/16,14,0,0,14,6.1,1,No,,
Open,SW2,Language,NULL,1641,T1 Oral Comprehension,2,2,0,12/3/15,1/16/16,4,2,0,6,2.111,0,No,,
Open,OK5,Literacy,NULL,1515,T1 Rhyme,7,7,0,11/18/15,1/7/16,11,0,0,11,5.1,0,No,,
Open,PSP4,Language,NULL,1787,T1 Conversations,7,7,0,11/19/15,12/18/15,9,0,0,9,3.2,0,No,,
Open,DK1,Language,NULL,1884,T1 Expression: Descriptive Language,8,7,1,11/30/15,12/18/15,4,0,0,4,2.3,1,Yes,,
Open,DK1,Language,NULL,1887,T1 Conversations,6,5,1,11/30/15,12/17/15,3,0,0,3,2.1,0,No,,
Open,DK1,Language,NULL,1883,T1 Expression: Descriptive Language,7,7,0,11/30/15,12/17/15,6,1,0,7,2.3,2,Yes,,
Open,DK1,Language,NULL,1885,T1 Oral Comprehension,3,3,0,11/30/15,12/17/15,5,0,0,5,2.2,0,No,,
Open,OK5,Language,NULL,287,T1 Expression: Descriptive Language,6,6,0,9/18/15,12/16/15,4,0,0,4,2.2,1,No,,
Open,OK5,Language,NULL,286,T1 Expression: Descriptive Language,7,7,0,9/18/15,12/16/15,4,0,0,4,2.2,1,No,,
Open,OK5,Language,NULL,285,T1 Oral Comprehension,6,6,0,9/15/15,12/16/15,9,0,0,9,3.2,2,Yes,,
Open,OK5,Literacy,NULL,1519,RAZ,5,5,0,11/19/15,12/15/15,8,0,0,8,3.2,0,No,,
Open,OK5,Literacy,NULL,1518,T1 Phonemes,5,5,0,11/19/15,12/15/15,7,0,0,7,3.2,0,No,,
Close,SW4,Social Emotional,NULL,2754,T2 Resiliency,1,0,1,3/10/16,3/10/16,9,0,0,9,3.3,3,No,,
Open,PL1,Math,NULL,1554,T1 Rote Counting,5,5,0,11/16/15,12/15/15,6,0,0,6,2.3,0,No,,
Open,OK8,Language,NULL,1752,T1 Expression: Descriptive Language,3,3,0,11/18/15,12/14/15,4,0,0,4,2.2,0,No,,
Open,OK8,Language,NULL,1751,T1 Conversations,5,5,0,11/18/15,12/14/15,5,0,0,5,2.2,0,No,,
Close,LP2,Literacy,2/29/16,2761,T1 Compound Words,7,7,0,2/11/16,2/26/16,8,0,0,8,2.3,0,Yes,,
Close,DK1,Literacy,2/10/16,2762,T1 Rhyme,4,4,0,2/10/16,2/10/16,0,0,0,0,NULL,0,Yes,,
Close,PL4,Math,2/10/16,2763,T1 Rational Counting,6,6,0,2/10/16,2/10/16,0,0,0,0,NULL,0,Yes,,
Close,DK1,Literacy,2/10/16,2764,T1 Rhyme,1,1,0,2/10/16,2/10/16,0,0,0,0,NULL,0,Yes,,
Open,OK8,Language,NULL,1750,T1 Conversations,4,4,0,11/18/15,12/14/15,5,0,0,5,2.2,0,No,,
Open,LP3,Language,NULL,383,T1 Conversations,5,5,0,10/28/15,12/14/15,9,0,0,9,3.2,1,Yes,,
Open,LP3,Language,NULL,382,T1 Expression: Descriptive Language,4,4,0,10/28/15,12/14/15,6,0,0,6,2.3,1,Yes,,
Close,OK3,Math,2/10/16,2769,T1 Rote Counting,7,7,0,2/10/16,2/10/16,0,0,0,0,NULL,0,Yes,,
Close,OK3,Math,2/10/16,2770,T1 Quantification,7,7,0,2/10/16,2/10/16,0,0,0,0,NULL,0,Yes,,
Close,OK3,Math,2/10/16,2771,T1 Quantification,1,1,0,2/10/16,2/10/16,0,0,0,0,NULL,0,Yes,,
Open,LP3,Language,NULL,381,T1 Expression: Descriptive Language,6,6,0,10/14/15,12/14/15,6,0,0,6,2.3,2,Yes,,
Open,OK5,Literacy,NULL,1522,T2 Rhyme,3,0,3,11/19/15,12/10/15,8,0,0,8,3.3,0,No,,
Close,DK1,Math,2/10/16,2774,T1 Rote Counting,1,1,0,2/10/16,2/10/16,0,0,0,0,NULL,0,Yes,,
Close,DK4,Math,2/10/16,2775,T1 Quantification,1,1,0,2/10/16,2/10/16,0,0,0,0,NULL,0,Yes,,
Open,DK1,Math,NULL,1977,T1 Rational Counting,7,7,0,12/10/15,12/10/15,3,0,0,3,1.3,0,No,,
Open,DP1,Language,NULL,2010,T1 Expression: Descriptive Language,7,7,0,12/7/15,12/8/15,2,0,0,2,1.2,0,No,,
Open,DP1,Language,NULL,2009,T1 Expression: Descriptive Language,7,7,0,12/7/15,12/8/15,2,0,0,2,1.2,0,No,,
Open,DP1,Language,NULL,2008,T1 Expression: Descriptive Language,4,4,0,12/7/15,12/8/15,2,0,0,2,1.2,0,No,,
Open,DP1,Language,NULL,2007,T1 Expression: Descriptive Language,4,4,0,12/7/15,12/8/15,2,0,0,2,1.2,0,No,,
Close,DP5,Social Emotional,NULL,2792,T2 Social Skills,1,0,1,2/12/16,3/17/16,13,0,0,13,5.2,4,No,,
Close,PSP3,Math,2/24/16,2797,T1 Shape Identification,5,5,0,2/24/16,2/24/16,0,0,0,0,NULL,0,Yes,,
Close,PSP3,Math,2/24/16,2798,T1 Shape Identification,4,4,0,2/23/16,2/24/16,5,0,0,5,1.5,2,Yes,,
Close,PSP3,Math,3/15/16,2799,T1 Addition Strategies,4,4,0,2/23/16,3/15/16,7,0,0,7,2.3,0,Yes,,
Open,SW4,Literacy,NULL,1362,T1 Compound Words,5,5,0,10/29/15,12/8/15,7,0,0,7,3.1,0,Yes,,
Open,PSP3,Language,NULL,793,T1 Conversations,3,3,0,10/1/15,12/6/15,3,0,0,3,2.1,0,No,,
Open,PSP3,Language,NULL,792,T1 Expression: Descriptive Language,5,5,0,10/1/15,12/6/15,3,0,0,3,2.1,0,No,,
Open,PSP3,Language,NULL,791,T1 Expression: Descriptive Language,6,6,0,10/1/15,12/6/15,4,0,0,4,2.1,0,No,,
Open,PSP3,Language,NULL,790,T1 Oral Comprehension,6,6,0,10/1/15,12/6/15,5,0,0,5,2.1,0,No,,
Close,OK4,Social Emotional,NULL,2805,T1 SED PS Units 6-10,5,5,0,3/15/16,3/18/16,3,0,0,3,1.3,0,No,,
Close,OK4,Social Emotional,NULL,2806,T1 SED PS Units 6-10,5,5,0,3/17/16,3/17/16,3,0,0,3,1.3,0,No,,
Close,OK4,Social Emotional,NULL,2807,T1 SED PS Units 6-10,5,5,0,3/17/16,3/17/16,3,0,0,3,1.3,0,No,,
Open,PSP2,Language,NULL,1822,T1 Conversations,5,5,0,11/22/15,12/1/15,3,0,0,3,1.2,0,No,,
Open,PSP2,Language,NULL,1821,T1 Expression: Descriptive Language,5,5,0,11/22/15,12/1/15,2,0,0,2,2.3,0,No,,
Open,PSP2,Language,NULL,1820,T1 Expression: Descriptive Language,5,5,0,11/22/15,12/1/15,2,0,0,2,2.3,0,No,,
Open,PSP2,Language,NULL,1819,T1 Oral Comprehension,4,4,0,11/22/15,12/1/15,2,0,0,2,3.3,0,No,,
Open,SW3,Math,NULL,1502,T1 Rote Counting,1,0,1,11/12/15,11/30/15,4,0,0,4,1.5,0,No,,
Close,PL3,Math,2/17/16,2813,T2 Rote Counting,2,0,2,2/17/16,2/17/16,1,0,0,1,1.1,0,No,,
Open,LP3,Literacy,NULL,380,RAZ,5,5,0,10/28/15,11/25/15,14,3,4,21,5.3,1,No,,
Open,CH4,Language,NULL,59,T1 Expression: Descriptive Language,4,4,0,9/23/15,11/19/15,5,0,0,5,2.2,0,No,,
Open,CH4,Language,NULL,58,T1 Oral Comprehension,6,6,0,9/17/15,11/19/15,8,0,0,8,3.1,0,No,,
Open,CH4,Language,NULL,57,T1 Oral Comprehension,6,6,0,9/17/15,11/19/15,4,0,0,4,1.3,0,No,,
Open,SW4,Literacy,NULL,1361,T1 Compound Words,4,4,0,10/27/15,11/13/15,7,0,0,7,2.3,0,No,,
Close,DP3,Math,2/17/16,2823,T1 Rational Counting,5,5,0,2/17/16,2/17/16,0,0,0,0,NULL,0,Yes,,
Open,DP1,Math,NULL,1478,T1 Quantification,6,6,0,11/9/15,11/10/15,2,0,0,2,1.2,0,No,,
Open,DP1,Math,NULL,1479,T1 Quantification,6,6,0,11/9/15,11/10/15,2,0,0,2,1.2,0,No,,
Open,SW3,Math,NULL,1499,T1 Rational Counting,6,6,0,11/10/15,11/10/15,2,0,0,2,1.1,0,Yes,,
Close,OK6,Literacy,2/19/16,2828,T1 Compound Words,3,3,0,2/17/16,2/19/16,7,0,0,7,2.3,0,Yes,,
Close,OK6,Math,2/29/16,2829,T1 Number Symbols,4,4,0,2/17/16,2/23/16,6,0,0,6,2.3,0,Yes,,
Open,SW5,Math,NULL,1078,T1 Quantification,6,6,0,10/1/15,11/10/15,3,0,0,3,3.1,0,Yes,,
Open,SW5,Math,NULL,1077,T1 Quantification,6,6,0,10/1/15,11/10/15,4,0,0,4,3.1,0,Yes,,
Close,LP1,Literacy,3/14/16,2838,T1 Compound Words,5,5,0,2/23/16,3/10/16,8,0,0,8,2.3,0,Yes,,
Open,SW5,Math,NULL,199,T1 Rational Counting,6,6,0,9/15/15,11/10/15,8,1,0,9,3.2,0,Yes,,
Open,SW2,Literacy,NULL,1253,T1 Rhyme,5,5,0,10/15/15,11/10/15,6,1,0,7,2.31,0,Yes,,
Close,DK1,Literacy,2/19/16,2846,T1 Syllables,1,1,0,2/19/16,2/19/16,0,0,0,0,NULL,0,Yes,,
Close,CH3,Literacy,3/1/16,2847,T1 Compound Words,2,2,0,2/19/16,2/26/16,6,0,0,6,2.3,0,Yes,,
Open,CH5,Literacy,NULL,1526,RAZ,1,1,0,11/9/15,11/9/15,1,0,0,1,1.1,0,No,,
Open,LP2,Language,NULL,368,T1 Expression: Descriptive Language,5,5,0,10/22/15,11/9/15,5,0,0,5,2.1,0,No,,
Open,LP2,Language,NULL,367,T1 Expression: Descriptive Language,4,4,0,10/22/15,11/9/15,4,0,0,4,2.1,0,No,,
Open,LP2,Language,NULL,366,T1 Expression: Descriptive Language,5,5,0,10/22/15,11/9/15,4,0,0,4,2.1,0,No,,
Open,LP2,Language,NULL,365,T1 Oral Comprehension,5,5,0,10/22/15,11/9/15,6,0,0,6,2.2,0,No,,
Close,PSP4,Math,2/25/16,2853,T1 Rote Counting,7,7,0,2/22/16,2/25/16,5,0,0,5,4.5,0,Yes,,
Close,PSP4,Math,2/25/16,2854,T1 Rote Counting,2,2,0,2/22/16,2/25/16,5,0,0,5,4.5,1,Yes,,
